0.0000	0.0000
0.1895	0.0000
0.4632	0.0000
0.5128	-0.0220
0.5474	-0.0587
0.5889	-0.1341
0.6143	-0.2109
0.6439	-0.3112
0.6632	-0.3818
0.7158	-0.5581
0.7370	-0.6535
0.7790	-0.7637
0.8258	-0.8719
0.8737	-0.9546
0.9579	-1.0427
1.0543	-1.0490
1.1579	-1.0280
1.2785	-0.9841
1.4000	-0.9399
1.5263	-0.8959
1.6137	-0.8653
1.7015	-0.8365
1.7895	-0.8078
1.9090	-0.7881
2.0982	-0.7688
2.3197	-0.7494
2.6243	-0.7108
2.9058	-0.6915
3.0304	-0.6786
3.1369	-0.6609
3.2632	-0.6315
3.3474	-0.5434
3.4275	-0.4765
3.5158	-0.4112
3.5924	-0.3761
3.6737	-0.3231
3.7790	-0.2790
3.8737	-0.2497
