0.0000	0.0000
0.2000	0.0000
0.4632	0.0000
0.5263	-0.0441
0.5684	-0.1469
0.5895	-0.2790
0.6105	-0.3672
0.6316	-0.4993
0.6526	-0.6168
0.6947	-0.8371
0.7368	-1.0868
0.7790	-1.3218
0.8421	-1.5714
0.9684	-1.8358
1.0632	-1.9386
1.2000	-1.9974
1.3053	-1.9827
1.4316	-1.9533
1.5263	-1.8945
1.6526	-1.8505
1.7790	-1.7771
1.9263	-1.7036
2.0737	-1.6302
2.2105	-1.5568
2.3263	-1.5127
2.4316	-1.4686
2.5053	-1.4393
2.6105	-1.3952
2.6947	-1.3805
2.7895	-1.3511
2.8842	-1.3365
3.0000	-1.3071
3.0632	-1.2924
3.1483	-1.2674
3.2000	-1.2483
3.2625	-1.2319
3.3361	-1.1623
3.4021	-1.0561
3.4427	-0.9711
3.4985	-0.8861
3.5696	-0.8011
3.6356	-0.7232
3.7067	-0.6382
3.7727	-0.5744
3.8691	-0.4965
