0.0000	0.0000
0.0947	0.0000
0.2737	0.0000
0.4632	0.0000
0.4781	-3.0392
0.4933	-5.2206
0.5368	-6.7851
0.5474	-7.5194
0.5684	-7.9160
0.6316	-8.1950
0.7158	-7.9600
0.7579	-7.6810
0.8000	-7.4019
0.8421	-7.0935
0.8737	-6.8145
0.9053	-6.5501
0.9368	-6.3445
0.9684	-6.1242
1.0105	-5.8305
1.0421	-5.5955
1.0842	-5.3312
1.1158	-5.0962
1.2000	-4.6262
1.2526	-4.3765
1.2947	-4.1416
1.3790	-3.8478
1.4526	-3.5394
1.5368	-3.2898
1.6842	-2.8785
1.8105	-2.5848
1.9263	-2.3939
2.0737	-2.1589
2.2632	-1.9386
2.4211	-1.7771
2.5684	-1.6449
2.7369	-1.5421
2.9053	-1.4246
3.0211	-1.3511
3.1158	-1.2924
3.1889	-1.2544
3.2599	-1.1977
3.3006	-1.0702
3.3462	-0.9569
3.4072	-0.8223
3.4732	-0.6949
3.5391	-0.6028
3.6102	-0.5320
3.7016	-0.4682
3.7828	-0.4115
3.8742	-0.3620
