0.0000	0.0000
0.4595	0.0000
0.4865	-1.4667
0.5116	-2.0895
0.5135	-2.8000
0.5441	-3.0701
0.5676	-3.2666
0.5876	-3.4077
0.5984	-3.4720
0.6093	-3.5470
0.6419	-3.6220
0.6745	-3.6756
0.6962	-3.7399
0.7297	-3.7866
0.7939	-3.8310
0.8919	-3.8666
1.0112	-3.8364
1.1621	-3.8000
1.2936	-3.7613
1.4324	-3.7200
1.5542	-3.6863
1.6757	-3.6533
1.8041	-3.6220
1.9459	-3.6000
2.1351	-3.5600
2.3513	-3.5333
2.4883	-3.5149
2.6216	-3.5066
2.7838	-3.4933
2.9459	-3.4800
3.0540	-3.3866
3.1351	-3.2800
3.2432	-3.1600
3.3513	-3.0133
3.4864	-2.8400
3.6486	-2.6533
3.7483	-2.5236
3.8648	-2.3733
3.9872	-2.2396
4.1081	-2.1067
4.2044	-2.0092
4.2973	-1.9200
4.5675	-1.6800
4.7366	-1.5537
4.8918	-1.4400
5.0625	-1.3394
5.2702	-1.2267
5.4426	-1.1411
5.6756	-1.0533
5.9205	-0.9643
6.2161	-0.8800
6.5396	-0.8196
6.8918	-0.7467
7.1479	-0.7125
7.4594	-0.6667
7.7561	-0.6428
8.0540	-0.6000
8.3101	-0.5839
8.5945	-0.5600
