0.0000	0.0000
0.4595	0.0000
0.5278	-0.5196
0.5676	-0.9333
0.6486	-1.3333
0.6908	-1.5108
0.7027	-1.6667
0.7270	-1.7475
0.7567	-1.8400
0.7838	-1.9200
0.8378	-1.9867
0.9459	-2.0933
1.1081	-2.1466
1.2338	-2.1494
1.3696	-2.1431
1.5416	-2.1271
1.7063	-2.1056
1.8946	-2.0869
2.1082	-2.0681
2.2928	-2.0556
2.5010	-2.0467
2.6702	-2.0454
2.8919	-2.0400
2.9807	-1.9842
3.0350	-1.9083
3.0893	-1.8279
3.1351	-1.7467
3.1892	-1.6267
3.2432	-1.5467
3.3243	-1.4133
3.4054	-1.2800
3.4864	-1.1333
3.5509	-1.0554
3.6216	-0.9600
3.7048	-0.8678
3.7863	-0.7785
3.8918	-0.6800
4.0540	-0.5600
4.2162	-0.4400
4.4054	-0.3467
4.6486	-0.2667
4.8648	-0.2267
5.1621	-0.1733
5.4053	-0.1467
5.7026	-0.1200
6.0810	-0.0933
6.4594	-0.0667
6.7822	-0.0596
7.1175	-0.0491
7.4520	-0.0418
7.8648	-0.0267
8.5945	-0.0133
