0.00000000	0.00000000
6.51750000	0.00000000
6.53021442	-0.00007546
6.82261209	-0.00024525
6.92007797	-0.00045277
7.11500975	-0.00069801
7.17935821	-0.00087096
7.28816197	-0.00112368
7.39696573	-0.00131321
7.50576949	-0.00146590
7.66897513	-0.00158699
7.75057795	-0.00168702
7.99538641	-0.00186603
8.24019488	-0.00201872
8.51220428	-0.00214508
8.83861556	-0.00225564
9.27383061	-0.00234514
9.92665317	-0.00242412
10.66107856	-0.00251362
11.55870959	-0.00255048
12.26593404	-0.00257680
13.08196225	-0.00261366
14.16999986	-0.00263471
15.36684123	-0.00266104
17.00433783	-0.00267031
18.63230000	-0.00268210
18.93016441	-0.00257154
19.39258039	-0.00239779
19.80059449	-0.00220825
20.23580954	-0.00200819
20.72542646	-0.00175020
21.05183775	-0.00155540
21.59585655	-0.00132374
22.13987536	-0.00112894
22.81989886	-0.00093414
23.69032895	-0.00075513
24.50635716	-0.00057612
25.81200230	-0.00039711
26.81843709	-0.00031287
27.90647470	-0.00023390
29.45692829	-0.00016019
30.84417625	-0.00011281
32.36742890	-0.00008122
33.13840156	-0.00007546
33.91812865	-0.00005660
34.79532164	-0.00005660
35.80598701	-0.00003881
36.84210526	-0.00001887
37.95994222	-0.00000919
40.34927282	-0.00000161
50.00000000	0.00000000
