0.0000	0.0000
0.3333	0.0000
0.7143	0.0000
1.1428	0.0000
1.3809	0.0000
1.8095	0.0000
1.8571	-0.0789
1.9047	-0.1929
1.9523	-0.2719
1.9999	-0.3683
2.0476	-0.5086
2.0952	-0.6051
2.3793	-0.6832
3.4072	-0.7547
5.0289	-0.8010
6.4977	-0.8387
7.8266	-0.8681
9.4080	-0.9122
10.6041	-0.9489
11.7832	-0.9958
11.9348	-0.8593
11.9521	-0.7805
11.9789	-0.7092
12.0622	-0.5846
12.1160	-0.4302
12.1622	-0.2432
12.1853	-0.1327
12.2545	-0.0747
12.3929	-0.0492
12.6236	-0.0265
12.8774	-0.0095
13.1901	0.0000
16.5710	0.0000
