0.0000	0.0000
1.8095	0.0000
1.8399	-0.1204
1.8858	-0.2219
1.9317	-0.3276
2.0236	-0.4333
2.1384	-0.7632
2.2991	-0.8689
2.5747	-0.9493
2.9881	-0.9958
3.5162	-1.0170
4.1362	-1.0381
4.7792	-1.0635
5.3533	-1.0846
5.9504	-1.1100
6.6623	-1.1396
7.6268	-1.1734
8.5310	-1.1961
9.5808	-1.2328
10.6041	-1.2573
11.8267	-1.2940
12.0588	-1.1396
12.1277	-0.9958
12.1914	-0.7285
12.2375	-0.3885
12.2560	-0.2169
12.3021	-0.1081
12.5144	-0.0571
12.9389	-0.0282
13.3265	-0.0146
13.6663	0.0000
16.5710	0.0000
