0.0000	0.0000
2.2689	0.0000
2.5630	-3.5366
2.6891	-21.9512
2.7731	-32.8658
2.8571	-37.3171
3.0252	-40.3658
3.0672	-38.7195
3.1513	-37.3780
3.3193	-35.7317
3.3613	-34.2683
3.4454	-32.6829
3.5294	-30.4268
3.6134	-28.1098
3.7815	-26.0366
3.9076	-23.5976
4.0756	-21.4634
4.2437	-19.3902
4.4118	-16.7683
4.6639	-14.3902
5.0840	-10.7927
5.4202	-8.8415
5.8823	-6.7683
6.4286	-5.0000
6.9328	-3.6585
7.7311	-2.5610
8.8655	-1.4634
9.8319	-1.0366
10.6722	-0.7317
11.7647	-0.4878
12.6890	-0.3659
13.3193	-0.3659
19.2016	-0.2439
25.3361	-0.1220
28.3193	0.0000
