0.0000	0.0000
0.3023	0.0000
0.5116	0.0000
0.5258	-0.1670
0.5351	-0.2266
0.5581	-0.2774
0.5632	-0.3174
0.5819	-0.3653
0.6006	-0.5002
0.6047	-0.4387
0.6279	-0.5774
0.6380	-0.6337
0.6512	-0.7000
0.6753	-0.7322
0.6977	-0.7645
0.7314	-0.7905
0.7442	-0.8129
0.7674	-0.8419
0.8372	-0.8709
0.8996	-0.8891
0.9931	-0.9046
1.0772	-0.9176
1.2081	-0.9228
1.3015	-0.9085
1.3488	-0.8871
1.3950	-0.8709
1.4419	-0.8548
1.4698	-0.8359
1.5116	-0.8161
1.5352	-0.7918
1.5814	-0.7580
1.6099	-0.7322
1.6744	-0.7000
1.7034	-0.6635
1.7442	-0.6290
1.7875	-0.5935
1.8140	-0.5516
1.8529	-0.5092
1.8903	-0.4820
1.9070	-0.4580
1.9557	-0.4211
1.9768	-0.3742
2.0399	-0.3342
2.0698	-0.2935
2.1163	-0.2516
2.1520	-0.2046
2.2455	-0.1553
2.3202	-0.1074
2.4044	-0.0698
2.5582	-0.0355
2.7907	-0.0129
3.1628	-0.0065
3.4651	-0.0032
3.7969	-0.0037
4.2081	-0.0024
4.6744	0.0000
