0.0000	 0.0000
0.4387	 0.0000
0.8774	 0.0000
1.3161	 0.0000
1.4545	 -0.0246
1.5793	 -0.0417
1.7096	 -0.0599
1.8425	 -0.0729
2.0157	 -0.0882
2.1935	 -0.1041
2.3898	 -0.1185
2.5444	 -0.1250
2.8319	 -0.1397
3.4950	 -0.1457
4.3283	 -0.1467
4.8384	 -0.1417
5.1955	 -0.1316
5.4681	 -0.1217
5.6716	 -0.1114
5.8501	 -0.1025
6.0457	 -0.0942
6.2321	 -0.0851
6.3688	 -0.0781
6.5259	 -0.0712
6.7089	 -0.0650
6.8785	 -0.0572
7.1340	 -0.0488
7.3487	 -0.0433
7.7306	 -0.0328
8.0539	 -0.0258
8.3477	 -0.0206
8.6415	 -0.0171
8.8004	 -0.0125
8.9941	 -0.0101
9.1745	 -0.0064
9.4055	 -0.0032
9.6993	 -0.0014
10.0520	 -0.0014
