0.0000	0.0000
0.4386	0.0000
0.8772	0.0000
1.6667	0.0000
1.8422	-0.1302
2.0176	-0.3542
2.2808	-0.9531
2.5440	-1.3490
3.0703	-1.9115
3.2458	-1.9740
3.4212	-2.0104
3.7743	-2.0321
4.1230	-2.0156
4.3862	-1.9740
4.7371	-1.9323
5.0880	-1.8802
5.4054	-1.8308
5.5771	-1.7823
5.7059	-1.7314
5.8347	-1.6906
6.0493	-1.6320
6.2639	-1.5887
6.4038	-1.5365
6.6073	-1.4842
6.7547	-1.4323
7.0795	-1.3516
7.2811	-1.2917
7.4658	-1.2471
7.6320	-1.2031
7.8074	-1.1302
8.0706	-1.0521
8.2460	-0.9688
8.4215	-0.9115
8.5969	-0.8594
8.7724	-0.8021
8.9478	-0.7448
9.1233	-0.6875
9.2987	-0.6354
9.4741	-0.5885
9.6496	-0.5417
9.8250	-0.4896
10.0882	-0.4063
10.4391	-0.3385
10.6146	-0.2969
